Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
455,drone_2,4.367,14.010,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
455,drone_3,4.824,14.368,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
455,drone_5,4.527,15.221,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
455,drone_7,4.655,16.412,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
456,drone_0,4.969,13.377,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
456,drone_1,3.788,14.784,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
456,drone_2,4.249,14.037,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
456,drone_3,4.897,14.386,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
456,drone_5,4.459,15.174,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
456,drone_7,4.598,16.264,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
457,drone_0,4.923,13.436,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
457,drone_1,3.849,14.827,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
457,drone_2,4.230,13.963,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
457,drone_3,4.871,14.303,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
457,drone_5,4.491,15.226,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
457,drone_7,4.441,16.217,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
458,drone_0,4.971,13.577,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
458,drone_1,3.811,14.770,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
458,drone_2,4.312,13.989,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
458,drone_3,4.945,14.321,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
458,drone_5,4.424,15.178,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
458,drone_7,4.384,16.069,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
459,drone_0,4.919,13.617,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
459,drone_1,3.872,14.813,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
459,drone_2,4.293,13.915,13.519,9.996,"6.544246231539917,14.667237976746849,0.9578098072485075;2.7747565707889033,8.983810179208282,0.6617311011119212;6.4688068570962125,11.211958502131955,0.460795876152415;11.332521735712604,12.144264356231373,0.9382393515979277;9.687042481908593,11.615330146039543,1.0384352328521202;8.046895289498455,1.1017048077699905,0.37389994169555896;10.81202041619338,11.453512031236775,0.2634730973122871;14.148333618867225,12.406459116084257,0.33328648855771814;7.227326136387134,15.906662915233527,2.099287405648889;3.7689382183440086,17.18309051211691,0.6424479339045389;8.153876585544749,15.388778101796293,2.183517866361577;7.53799108013031,12.270445644920663,2.3773362423456668;5.357335280666622,4.675027075466232,1.9261577363370619;15.052826211714159,15.978876771489903,1.975567745337246;1.3379217211670218,1.9145095228472493,0.7712226330622793;2.8475825035658255,12.116203667890169,1.7652914607550039;16.204844525998865,11.966503942435038,1.2900803627194655;8.197597592097608,11.241774814225849,1.3855676096463045;7.28027008434862,10.811966925904747,2.4340215435992723;16.84661457587448,16.32045769898837,1.979045393806186;3.382429506926656,4.4004693816206,1.173539957181465"
