Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
12,drone_1,7.2597,14.0975,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
12,drone_2,6.1622,15.1055,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
12,drone_3,5.1684,12.4943,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
12,drone_4,5.1076,14.6768,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
12,drone_6,6.5814,13.6394,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
12,drone_7,7.4414,14.6783,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
12,drone_8,6.3377,14.1166,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
12,drone_9,6.0473,12.1097,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
13,drone_0,5.8730,13.4118,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
13,drone_1,7.4551,14.1401,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
13,drone_2,6.3549,15.1591,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
13,drone_3,5.3504,12.5773,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
13,drone_4,5.2901,14.7586,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
13,drone_6,6.7759,13.6858,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
13,drone_7,7.6413,14.6734,17.0000,17.0000,"8.229,16.733,1.354;5.344,2.019,0.618;9.754,13.864,1.069;14.341,0.156,0.247;15.034,11.558,2.342;1.890,5.149,0.704;3.248,0.950,1.127;1.445,17.846,0.451;7.248,2.033,0.484;6.206,10.025,0.423;6.871,7.867,0.203;15.594,14.368,0.392;3.880,1.108,0.812;0.794,17.870,0.302;15.900,2.886,1.235;6.220,4.515,0.775;3.011,19.570,0.803;14.186,16.047,0.312;19.588,8.541,0.414;12.769,13.673,0.228;18.023,3.810,0.408;13.747,17.298,0.448;8.854,17.628,0.489;13.165,13.283,0.218;6.725,2.496,0.202;6.456,11.237,0.318;1.752,7.952,0.639;9.266,0.489,0.741;1.446,9.125,0.374;14.310,16.968,0.320;12.399,16.850,0.602;16.323,5.210,1.023;5.306,7.765,0.267;17.545,8.186,0.233;14.158,8.691,1.576;10.073,14.439,0.742;13.982,11.085,2.204;19.590,15.783,0.326;10.416,17.307,1.315;4.552,6.564,0.211;4.020,2.496,0.241;2.558,8.978,0.241;2.153,1.447,0.449;11.596,3.729,1.141;8.097,1.139,0.649;5.870,17.463,0.229;2.902,1.085,1.177;13.440,4.277,1.692;11.801,8.664,0.342;9.217,16.838,2.030;18.397,19.661,0.242;12.958,14.622,0.446;7.705,6.908,0.700;12.161,7.644,0.778;5.146,6.361,0.421;7.363,16.745,0.825;0.572,12.189,0.327;13.017,15.115,0.953;13.696,0.539,0.348;10.279,18.798,0.928;10.930,0.765,0.374;4.187,9.036,1.176;8.696,1.028,2.055;1.577,4.546,0.273;1.550,17.624,0.675;12.974,2.636,0.246;7.757,12.428,0.362;9.424,7.912,1.915;19.215,6.462,0.683;16.109,12.328,1.996;15.034,8.910,1.689;11.374,10.068,1.203;1.237,19.175,1.515;18.866,4.016,2.001"
